n_classifiers,n_nodes,accuracy
50,"[7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 11, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7]",0.7098051895562202
75,"[7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 15, 11, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 11, 11, 11, 7, 11, 11, 11, 15, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",0.7101285263923692
100,"[11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 7, 11, 11, 7, 7, 7, 7, 7, 7, 7, 7, 15, 11, 7, 7, 7, 7, 7, 11, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 15, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 11, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 11, 7, 7, 11, 11, 7, 7, 7, 7, 7, 7, 7]",0.7134427289628971
5,"[11, 11, 11, 7, 11]",0.7172823538921672
10,"[7, 11, 7, 7, 7, 11, 7, 7, 7, 11]",0.7029746988925714
25,"[9, 9, 9, 7, 9, 7, 7, 7, 7, 9, 7, 7, 7, 7, 9, 7, 9, 7, 9, 9, 9, 7, 9, 9, 7]",0.6906070649098699
50,"[7, 7, 7, 7, 7, 7, 7, 7, 15, 11, 7, 7, 7, 15, 7, 7, 7, 11, 7, 7, 7, 7, 7, 11, 11, 15, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 11, 7, 7, 7, 7, 11, 11, 11, 7, 7, 7, 15, 15]",0.714776493412012
75,"[7, 11, 11, 7, 7, 7, 7, 7, 11, 7, 15, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 15, 7, 7, 7, 7, 7, 7, 11, 15, 11, 7, 11, 7, 7, 11, 11, 7, 7, 11, 7, 7, 7, 15, 7, 7, 11, 11, 7, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 15, 7, 7, 15, 7, 7, 7, 11, 7, 7, 7, 7]",0.722576994584108
100,"[7, 11, 11, 11, 11, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 11, 7, 7, 7, 15, 7, 7, 7, 7, 11, 7, 7, 15, 7, 7, 11, 7, 7, 11, 7, 7, 11, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 11, 7, 7, 7, 15, 7, 7, 7, 7, 7, 7, 15, 7, 7, 15, 7, 11, 15, 7, 11, 7, 7, 11, 7, 11, 7, 7, 7, 7]",0.722576994584108
5,"[11, 7, 7, 15, 11]",0.7089160132568103
10,"[15, 7, 7, 7, 11, 7, 11, 11, 7, 15]",0.7019642712796055
25,"[11, 7, 7, 15, 15, 7, 15, 15, 11, 15, 7, 7, 7, 15, 15, 11, 11, 7, 11, 7, 7, 7, 7, 7, 7]",0.7275887155444184
50,"[15, 11, 7, 11, 11, 7, 15, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 11, 15, 7, 7, 7, 7, 15, 7, 7, 7, 15, 11, 11, 7, 7, 15, 7, 7, 7, 7, 7, 15, 7, 15, 7, 7, 11, 7, 15, 7, 7, 7]",0.7019642712796055
75,"[11, 7, 7, 15, 7, 15, 7, 7, 7, 15, 15, 7, 11, 15, 7, 7, 7, 7, 15, 15, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 11, 11, 15, 15, 11, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 15, 7, 15, 15, 7, 11, 15, 7, 15, 7, 7, 7, 7, 7]",0.7243957642874465
100,"[11, 15, 7, 15, 7, 15, 7, 7, 15, 11, 11, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 15, 11, 7, 7, 15, 7, 7, 11, 7, 7, 11, 15, 15, 7, 7, 15, 7, 7, 7, 7, 7, 15, 15, 7, 7, 7, 15, 7, 11, 15, 15, 7, 7, 11, 7, 7, 7, 7, 7, 11, 11, 11, 15, 7, 7, 15, 7, 15, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 11, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 11, 7, 15, 11, 15]",0.7116643763640773
5,"[11, 7, 11, 7, 11]",0.6922641661951338
10,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 11]",0.6922641661951338
25,"[7, 7, 11, 13, 9, 7, 7, 7, 13, 7, 13, 7, 17, 7, 7, 7, 7, 7, 13, 7, 7, 13, 9, 7, 13]",0.7142106539487512
50,"[7, 7, 7, 7, 7, 13, 7, 13, 9, 7, 13, 13, 13, 9, 7, 7, 9, 13, 7, 7, 7, 13, 7, 7, 13, 11, 13, 7, 7, 9, 15, 7, 7, 13, 7, 7, 13, 7, 11, 7, 9, 7, 13, 7, 13, 9, 9, 7, 13, 7]",0.7146552420984561
75,"[7, 7, 7, 7, 7, 11, 7, 7, 7, 11, 7, 7, 11, 11, 11, 7, 7, 7, 7, 11, 7, 11, 11, 11, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 11, 7, 11, 11, 7, 7, 7, 11, 7, 11, 7, 7, 7, 7, 11, 7, 11, 11, 7, 11, 7, 15, 11, 7, 7, 7, 7, 7, 7, 11, 11, 7, 7, 11, 7, 7, 7, 7, 7]",0.7195861288497292
100,"[7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 11, 11, 7, 7, 15, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 11, 7, 7, 7, 11, 7, 7, 7, 11, 7, 7, 7, 11, 11, 7, 7, 11, 7, 7, 11, 7, 7, 7, 11, 11, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 11, 11, 11, 7, 7, 7, 7, 11, 15, 11, 7, 7, 11, 7, 7, 11, 11, 11, 11, 7, 7, 7, 7, 11, 7, 7, 7, 11, 11, 7, 7, 7, 11, 11, 7, 7, 11, 7, 7]",0.7169994341605367
