n_classifiers,n_nodes,accuracy
10,"[9, 9, 11, 9, 7, 11, 13, 13, 11, 9]",0.8032786885245902
25,"[9, 11, 11, 11, 13, 13, 9, 11, 17, 11, 11, 11, 11, 11, 13, 11, 9, 11, 9, 9, 13, 9, 13, 15, 11]",0.8524590163934426
50,"[11, 9, 9, 7, 13, 9, 11, 13, 11, 13, 11, 9, 11, 11, 11, 7, 9, 11, 9, 13, 9, 9, 13, 13, 7, 13, 9, 11, 9, 7, 11, 11, 9, 11, 7, 11, 9, 7, 9, 7, 11, 7, 11, 11, 7, 9, 9, 9, 13, 11]",0.8524590163934426
75,"[13, 11, 9, 9, 13, 9, 9, 13, 9, 7, 13, 9, 15, 11, 7, 13, 15, 11, 7, 11, 11, 9, 13, 11, 13, 7, 11, 9, 11, 9, 11, 11, 9, 11, 11, 13, 9, 13, 11, 13, 13, 9, 11, 11, 9, 13, 11, 9, 11, 7, 9, 9, 11, 9, 9, 11, 7, 13, 15, 13, 11, 11, 11, 13, 13, 13, 11, 9, 9, 13, 9, 9, 9, 9, 13]",0.8852459016393442
100,"[9, 13, 11, 7, 9, 9, 9, 11, 11, 9, 13, 11, 9, 13, 7, 11, 7, 9, 9, 7, 9, 11, 9, 9, 9, 11, 11, 11, 9, 9, 11, 7, 11, 11, 13, 11, 9, 13, 13, 13, 7, 9, 9, 11, 13, 11, 9, 7, 11, 9, 7, 13, 13, 13, 9, 5, 13, 11, 11, 13, 9, 7, 11, 9, 9, 9, 11, 9, 9, 11, 9, 7, 9, 15, 9, 11, 11, 11, 7, 13, 7, 17, 17, 9, 11, 11, 13, 11, 9, 7, 11, 9, 11, 11, 11, 9, 9, 7, 7, 9]",0.9344262295081968
5,"[11, 9, 7, 13, 7]",0.7049180327868853
10,"[9, 9, 15, 13, 9, 13, 9, 11, 11, 11]",0.819672131147541
25,"[11, 11, 9, 9, 9, 13, 9, 11, 13, 9, 11, 9, 9, 9, 9, 13, 7, 7, 11, 9, 9, 13, 9, 13, 7]",0.8524590163934426
50,"[13, 11, 9, 9, 9, 11, 7, 9, 9, 9, 11, 15, 11, 11, 7, 13, 13, 11, 11, 13, 13, 9, 9, 11, 9, 13, 13, 11, 9, 11, 13, 11, 11, 9, 13, 11, 11, 9, 11, 9, 15, 7, 15, 9, 11, 11, 7, 9, 7, 11]",0.8524590163934426
75,"[13, 11, 11, 7, 11, 11, 7, 7, 11, 5, 9, 13, 9, 11, 7, 9, 11, 11, 9, 7, 9, 7, 9, 11, 9, 11, 9, 7, 9, 9, 11, 9, 9, 13, 11, 11, 13, 13, 13, 7, 11, 9, 9, 13, 9, 11, 9, 9, 11, 13, 11, 9, 15, 11, 9, 13, 9, 11, 9, 9, 9, 7, 9, 7, 7, 9, 9, 9, 9, 13, 9, 9, 11, 9, 13]",0.8360655737704918
100,"[11, 9, 11, 7, 9, 9, 13, 11, 11, 11, 9, 13, 11, 7, 9, 11, 13, 9, 9, 13, 11, 7, 7, 11, 13, 11, 13, 13, 9, 9, 11, 11, 9, 11, 11, 9, 7, 7, 11, 11, 7, 11, 15, 9, 11, 9, 11, 9, 11, 15, 9, 11, 11, 11, 9, 9, 15, 13, 13, 7, 11, 13, 9, 11, 15, 11, 9, 11, 13, 9, 11, 9, 9, 9, 17, 9, 11, 9, 11, 13, 9, 11, 9, 9, 11, 13, 11, 9, 9, 13, 11, 7, 11, 11, 11, 11, 9, 11, 13, 11]",0.8360655737704918
5,"[9, 9, 9, 11, 9]",0.8524590163934426
10,"[11, 7, 13, 9, 13, 11, 11, 9, 11, 11]",0.8524590163934426
25,"[15, 9, 5, 13, 11, 11, 11, 11, 9, 11, 9, 7, 9, 9, 9, 7, 11, 9, 13, 11, 11, 11, 11, 11, 13]",0.9016393442622951
50,"[9, 9, 13, 11, 9, 9, 11, 11, 9, 11, 11, 11, 11, 9, 7, 13, 11, 11, 11, 11, 11, 7, 13, 9, 11, 11, 13, 13, 11, 13, 9, 9, 7, 13, 11, 9, 11, 9, 7, 13, 13, 9, 11, 7, 9, 15, 9, 11, 9, 13]",0.8688524590163934
75,"[9, 7, 7, 7, 11, 11, 9, 9, 11, 11, 9, 13, 11, 15, 7, 11, 11, 11, 9, 11, 9, 11, 11, 11, 9, 15, 7, 11, 13, 11, 9, 11, 11, 11, 7, 11, 11, 11, 9, 13, 7, 9, 11, 11, 11, 11, 9, 11, 11, 13, 11, 9, 11, 7, 11, 11, 9, 9, 11, 11, 11, 9, 13, 9, 5, 11, 11, 7, 11, 9, 9, 9, 9, 13, 11]",0.8688524590163934
100,"[11, 11, 9, 9, 11, 11, 11, 11, 5, 9, 13, 7, 11, 11, 9, 11, 7, 7, 13, 11, 7, 15, 11, 13, 7, 9, 11, 9, 9, 9, 9, 11, 11, 11, 9, 11, 11, 11, 11, 11, 11, 9, 5, 11, 9, 13, 9, 7, 11, 9, 15, 9, 13, 9, 11, 9, 9, 11, 11, 9, 9, 11, 7, 11, 13, 9, 11, 11, 11, 7, 7, 11, 11, 9, 15, 9, 11, 9, 9, 11, 7, 9, 9, 11, 9, 11, 11, 13, 13, 9, 7, 7, 11, 15, 13, 7, 9, 9, 7, 9]",0.8852459016393442
