n_classifiers,n_nodes,accuracy
50,"[7, 15, 19, 9, 15, 7, 7, 11, 7, 7, 11, 11, 7, 9, 7, 11, 7, 7, 7, 9, 7, 15, 7, 11, 19, 7, 7, 7, 7, 9, 7, 7, 11, 11, 11, 19, 7, 11, 7, 7, 7, 7, 11, 7, 7, 7, 7, 11, 7, 7]",0.6721311475409836
75,"[7, 7, 7, 15, 11, 19, 7, 7, 11, 7, 11, 7, 11, 7, 7, 7, 9, 7, 7, 15, 7, 7, 7, 7, 7, 7, 7, 27, 11, 7, 11, 11, 9, 11, 7, 7, 9, 9, 11, 7, 7, 9, 7, 7, 7, 7, 7, 7, 15, 15, 7, 9, 7, 11, 7, 19, 11, 11, 7, 11, 7, 9, 7, 11, 7, 7, 7, 7, 7, 9, 7, 7, 9, 19, 7]",0.6557377049180327
100,"[7, 7, 7, 7, 7, 9, 7, 7, 27, 19, 7, 19, 11, 7, 7, 7, 7, 7, 15, 9, 11, 15, 9, 7, 7, 7, 7, 9, 11, 11, 7, 7, 7, 7, 11, 9, 11, 11, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 11, 11, 11, 15, 7, 9, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 9, 7, 7, 11, 7, 7, 7, 9, 7, 19, 19, 9, 7, 9, 11, 11, 15, 7, 11, 11, 7, 11, 7, 7, 7, 7, 11, 7, 7, 7, 11, 7, 7, 11]",0.6721311475409836
5,"[7, 7, 11, 11, 15]",0.5573770491803278
10,"[7, 7, 7, 7, 11, 23, 7, 15, 11, 7]",0.6557377049180327
25,"[19, 23, 23, 47, 7, 11, 11, 15, 11, 7, 19, 11, 7, 55, 7, 11, 27, 7, 11, 11, 19, 7, 7, 19, 7]",0.6721311475409836
50,"[7, 23, 7, 7, 7, 7, 23, 7, 7, 7, 7, 7, 7, 11, 11, 7, 23, 7, 7, 15, 7, 7, 15, 7, 7, 7, 23, 7, 15, 15, 15, 23, 23, 7, 7, 11, 7, 7, 7, 7, 11, 15, 7, 11, 7, 7, 11, 7, 7, 23]",0.6557377049180327
75,"[7, 7, 7, 15, 11, 7, 7, 15, 7, 7, 15, 7, 7, 11, 7, 23, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 11, 7, 23, 7, 7, 11, 23, 11, 11, 7, 11, 7, 7, 11, 15, 7, 7, 19, 15, 23, 7, 7, 7, 23, 7, 7, 7, 7, 11, 7, 15, 7, 23, 15, 11, 7, 7, 7, 11, 15, 11, 7, 7, 7, 7, 7, 7, 11, 7]",0.6557377049180327
100,"[23, 7, 7, 19, 7, 7, 11, 15, 7, 7, 11, 7, 7, 15, 23, 23, 7, 7, 7, 7, 23, 11, 15, 15, 7, 7, 7, 15, 7, 15, 7, 7, 7, 7, 11, 7, 7, 11, 7, 7, 15, 11, 11, 11, 11, 7, 15, 15, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 11, 15, 15, 7, 7, 15, 7, 11, 11, 7, 11, 7, 7, 15, 7, 11, 7, 7, 7, 7, 7, 15, 7, 7, 7, 23, 11, 7, 7, 7, 11, 7, 11, 7, 7, 23, 7, 11, 23, 15, 23, 15]",0.6557377049180327
5,"[7, 7, 11, 23, 11]",0.7868852459016393
10,"[7, 11, 7, 11, 7, 27, 87, 11, 23, 23]",0.7213114754098361
25,"[7, 7, 7, 15, 7, 7, 7, 7, 15, 15, 7, 23, 15, 15, 7, 7, 7, 7, 15, 7, 7, 7, 11, 7, 7]",0.7377049180327869
50,"[19, 23, 7, 11, 15, 11, 7, 11, 331, 23, 19, 19, 27, 23, 39, 87, 7, 7, 11, 23, 7, 7, 7, 23, 19, 71, 11, 7, 7, 167, 11, 23, 11, 11, 27, 15, 7, 43, 7, 87, 7, 7, 11, 7, 11, 15, 23, 11, 11, 7]",0.819672131147541
75,"[11, 43, 11, 7, 7, 11, 11, 87, 11, 43, 7, 31, 23, 11, 7, 7, 11, 19, 7, 19, 11, 23, 11, 27, 15, 11, 27, 7, 7, 7, 79, 7, 87, 11, 39, 23, 23, 27, 27, 7, 7, 7, 15, 7, 19, 7, 7, 7, 23, 87, 7, 11, 55, 55, 7, 7, 167, 43, 47, 7, 7, 11, 15, 7, 11, 87, 15, 23, 23, 15, 7, 23, 23, 11, 23]",0.819672131147541
100,"[7, 7, 7, 15, 7, 7, 7, 23, 15, 15, 15, 11, 15, 7, 7, 7, 7, 7, 7, 15, 7, 7, 11, 15, 7, 23, 7, 15, 15, 7, 15, 7, 7, 15, 7, 7, 7, 15, 15, 15, 7, 7, 15, 15, 7, 15, 15, 15, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 15, 7, 7, 15, 7, 7, 7, 7, 15, 7, 15, 23, 7, 7, 15, 7, 7, 23, 15, 7, 7, 7, 7, 15, 7, 7, 7, 7, 7, 7, 11, 7, 7, 27, 7, 11, 7, 15, 7, 7, 7, 11]",0.7704918032786885
5,"[7, 11, 7, 11, 15]",0.6885245901639344
10,"[15, 7, 7, 7, 15, 15, 15, 15, 7, 15]",0.7213114754098361
25,"[7, 7, 15, 15, 15, 7, 7, 7, 7, 17, 7, 7, 15, 7, 7, 15, 7, 15, 7, 15, 15, 15, 9, 7, 15]",0.7213114754098361
50,"[17, 15, 15, 15, 7, 15, 15, 7, 15, 7, 15, 15, 7, 7, 13, 15, 15, 15, 7, 7, 15, 17, 7, 15, 15, 7, 15, 7, 15, 7, 7, 7, 15, 7, 7, 15, 7, 7, 7, 15, 15, 15, 7, 13, 15, 7, 15, 7, 15, 31]",0.7213114754098361
75,"[7, 15, 7, 13, 31, 15, 7, 7, 15, 7, 7, 15, 15, 15, 15, 7, 7, 7, 15, 15, 7, 31, 15, 15, 15, 7, 7, 9, 15, 7, 15, 7, 15, 7, 7, 15, 15, 7, 7, 15, 7, 7, 7, 15, 17, 17, 7, 15, 15, 15, 15, 15, 15, 15, 19, 7, 15, 15, 13, 15, 15, 15, 27, 15, 15, 7, 15, 7, 15, 7, 7, 15, 15, 15, 15]",0.7213114754098361
100,"[17, 15, 13, 15, 7, 7, 15, 13, 15, 13, 15, 7, 15, 15, 15, 15, 15, 15, 15, 31, 7, 31, 15, 9, 7, 15, 7, 7, 15, 15, 7, 15, 7, 17, 15, 7, 15, 15, 15, 15, 15, 7, 15, 15, 7, 15, 9, 7, 7, 15, 7, 7, 15, 15, 15, 7, 15, 7, 7, 15, 15, 15, 19, 15, 7, 7, 15, 7, 7, 7, 7, 15, 15, 15, 15, 7, 7, 15, 15, 7, 15, 15, 15, 15, 7, 15, 7, 7, 7, 7, 15, 15, 7, 7, 15, 7, 15, 31, 27, 7]",0.7213114754098361
5,"[7, 11, 11, 7, 7]",0.6557377049180327
10,"[17, 7, 11, 7, 7, 7, 17, 11, 11, 11]",0.5737704918032787
25,"[7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 15, 7, 7, 11, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 11]",0.7049180327868853
50,"[7, 11, 7, 7, 11, 7, 7, 7, 15, 7, 7, 7, 7, 11, 15, 7, 11, 7, 11, 15, 7, 7, 7, 7, 11, 7, 7, 15, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 11, 7, 11, 7, 15, 7, 7, 7, 11, 7, 7, 7]",0.6885245901639344
75,"[7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 11, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 7, 11, 7, 7, 11, 15, 7, 7, 7, 7, 15, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 11, 7, 11, 11, 7, 7, 7, 11, 7, 7, 7, 7, 15, 7]",0.7049180327868853
100,"[11, 7, 7, 7, 7, 15, 7, 7, 11, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 11, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 7, 7, 7, 11, 11, 7, 7, 15, 7, 7, 7, 7, 7, 15, 7, 11, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 7, 7, 7, 11, 7, 11, 7, 7, 11, 7, 11, 7, 7, 7, 7, 11, 11, 11, 7]",0.6885245901639344
