n_classifiers,n_nodes,accuracy
100,"[21, 15, 7, 15, 7, 7, 7, 7, 7, 15, 7, 7, 11, 7, 7, 15, 7, 15, 7, 15, 15, 7, 7, 15, 7, 7, 15, 7, 7, 7, 15, 7, 7, 15, 15, 21, 7, 7, 7, 15, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 7, 7, 11, 15, 15, 7, 7, 7, 7, 7, 15, 7, 21, 15, 7, 11, 15, 21, 7, 7, 7, 15, 15, 15, 7, 11, 7, 15, 7, 7, 15, 7, 15, 7, 7, 7, 15, 7, 7, 7, 7, 15, 7, 7, 15, 7, 15, 15, 7, 7]",0.7088399605652317
5,"[13, 23, 23, 19, 3]",0.7108116989812685
10,"[7, 7, 7, 13, 13, 9, 7, 7, 7, 7]",0.7108116989812685
25,"[7, 11, 11, 13, 5, 15, 25, 19, 15, 15, 23, 11, 15, 7, 15, 7, 3, 15, 15, 7, 13, 7, 11, 7, 11]",0.7193558987840947
50,"[15, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 7, 15, 7, 7, 11, 7, 15, 15, 7, 7, 7, 15, 7, 15, 7, 7, 7, 7, 7, 7, 15, 7, 7, 15, 7, 7, 7, 15]",0.7101544528425896
75,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 15, 7, 11, 7, 7, 7, 7, 7, 15, 7, 7, 15, 7, 7, 7, 7, 7, 7, 15, 15, 7, 15, 7, 15, 7, 7, 7, 7, 15, 7, 7, 15, 7, 7, 15, 7, 7, 7, 7, 7, 7, 15, 7, 7, 7, 7, 7, 7, 7, 15, 7, 15, 15, 7, 15, 7, 7, 15, 7, 7, 15, 7, 7, 7]",0.7101544528425896
100,"[7, 11, 15, 7, 7, 23, 7, 11, 7, 11, 25, 7, 7, 7, 7, 7, 13, 15, 7, 7, 7, 7, 15, 13, 15, 15, 15, 13, 19, 7, 19, 11, 15, 19, 7, 15, 13, 15, 19, 15, 13, 7, 7, 39, 3, 7, 11, 11, 11, 11, 15, 7, 11, 7, 7, 15, 7, 15, 7, 11, 5, 15, 7, 7, 11, 15, 15, 15, 13, 15, 7, 7, 15, 15, 13, 15, 5, 23, 3, 9, 15, 11, 5, 15, 7, 19, 15, 11, 11, 7, 7, 17, 15, 11, 7, 15, 7, 7, 7, 15]",0.7108116989812685
5,"[15, 7, 15, 7, 13]",0.7137693066053237
10,"[15, 13, 7, 7, 9, 7, 13, 13, 15, 13]",0.716726914229379
25,"[13, 7, 7, 7, 13, 61, 9, 9, 21, 21, 25, 15, 29, 25, 9, 13, 13, 13, 29, 9, 13, 7, 15, 13, 15]",0.7262569832402235
50,"[15, 11, 21, 31, 15, 21, 15, 15, 15, 7, 21, 15, 15, 7, 7, 11, 7, 7, 7, 7, 13, 25, 15, 15, 29, 15, 13, 7, 15, 15, 7, 7, 11, 9, 7, 15, 15, 13, 53, 11, 21, 11, 7, 15, 11, 15, 21, 7, 11, 21]",0.7121261912586263
75,"[11, 15, 13, 13, 15, 7, 7, 15, 7, 7, 7, 13, 13, 15, 15, 13, 7, 7, 7, 15, 9, 7, 7, 7, 11, 7, 13, 7, 13, 13, 7, 7, 9, 17, 11, 13, 7, 13, 15, 15, 7, 7, 13, 17, 15, 7, 15, 13, 7, 7, 15, 15, 11, 7, 15, 13, 7, 13, 7, 13, 15, 15, 13, 7, 13, 13, 7, 7, 15, 7, 13, 7, 15, 15, 15]",0.7137693066053237
100,"[7, 7, 7, 11, 15, 7, 13, 7, 13, 15, 7, 13, 13, 15, 15, 13, 7, 13, 13, 7, 13, 15, 15, 7, 15, 13, 7, 7, 7, 15, 15, 11, 13, 13, 13, 7, 7, 7, 7, 7, 9, 7, 7, 13, 13, 15, 13, 15, 15, 13, 7, 7, 15, 11, 7, 7, 7, 13, 7, 15, 7, 7, 7, 7, 9, 15, 13, 15, 13, 15, 13, 11, 15, 15, 7, 13, 11, 13, 15, 7, 7, 7, 11, 13, 17, 11, 15, 13, 15, 13, 7, 7, 17, 7, 7, 7, 7, 15, 7, 7]",0.7137693066053237
